Iconografia;Tema
figli di Noè (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
figli di Noè (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
figli di Noè (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
figli di Noè (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
figli di Noè (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
figli di Noè (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
"Abdia (non in contesto biblico); attributi: libro o cartiglio, pane e brocca, profeti ai suoi piedi (per l'erronea identificazione col suo omonimo, servitore di re Acab, il quale nascose e nutrì un centinaio di profeti)";Religione_e_Magia
"Abdia (non in contesto biblico); attributi: libro o cartiglio, pane e brocca, profeti ai suoi piedi (per l'erronea identificazione col suo omonimo, servitore di re Acab, il quale nascose e nutrì un centinaio di profeti) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Abdia (non in contesto biblico); attributi: libro o cartiglio, pane e brocca, profeti ai suoi piedi (per l'erronea identificazione col suo omonimo, servitore di re Acab, il quale nascose e nutrì un centinaio di profeti) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Abdia (non in contesto biblico); attributi: libro o cartiglio, pane e brocca, profeti ai suoi piedi (per l'erronea identificazione col suo omonimo, servitore di re Acab, il quale nascose e nutrì un centinaio di profeti) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Abdia (non in contesto biblico); attributi: libro o cartiglio, pane e brocca, profeti ai suoi piedi (per l'erronea identificazione col suo omonimo, servitore di re Acab, il quale nascose e nutrì un centinaio di profeti) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza";Religione_e_Magia
"Abdia (non in contesto biblico); attributi: libro o cartiglio, pane e brocca, profeti ai suoi piedi (per l'erronea identificazione col suo omonimo, servitore di re Acab, il quale nascose e nutrì un centinaio di profeti) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Abdia (non in contesto biblico); attributi: libro o cartiglio, pane e brocca, profeti ai suoi piedi (per l'erronea identificazione col suo omonimo, servitore di re Acab, il quale nascose e nutrì un centinaio di profeti) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
"Abdia (non in contesto biblico); attributi: libro o cartiglio, pane e brocca, profeti ai suoi piedi (per l'erronea identificazione col suo omonimo, servitore di re Acab, il quale nascose e nutrì un centinaio di profeti) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento";Religione_e_Magia
Ruben (non in contesto biblico);Religione_e_Magia
Ruben (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Ruben (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Ruben (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Ruben (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Ruben (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Ruben (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Ruben (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
"Sansone (non in contesto biblico); attributi: clava, colonna spezzata, mascella d'asino, pelle di leone, testa di leone";Religione_e_Magia
"Sansone (non in contesto biblico); attributi: clava, colonna spezzata, mascella d'asino, pelle di leone, testa di leone - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Sansone (non in contesto biblico); attributi: clava, colonna spezzata, mascella d'asino, pelle di leone, testa di leone - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Sansone (non in contesto biblico); attributi: clava, colonna spezzata, mascella d'asino, pelle di leone, testa di leone - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Sansone (non in contesto biblico); attributi: clava, colonna spezzata, mascella d'asino, pelle di leone, testa di leone - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza";Religione_e_Magia
"Sansone (non in contesto biblico); attributi: clava, colonna spezzata, mascella d'asino, pelle di leone, testa di leone - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Sansone (non in contesto biblico); attributi: clava, colonna spezzata, mascella d'asino, pelle di leone, testa di leone - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
"Sansone (non in contesto biblico); attributi: clava, colonna spezzata, mascella d'asino, pelle di leone, testa di leone - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Salomone (non in contesto biblico); attributi: corona scettro, spada";Religione_e_Magia
"Salomone (non in contesto biblico); attributi: corona scettro, spada - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Salomone (non in contesto biblico); attributi: corona scettro, spada - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
(altre) iconografie specifiche ~ Salomone;Religione_e_Magia
Salomone come scrittore, in genere con cartiglio;Religione_e_Magia
Salomone come profeta con libro o cartiglio;Religione_e_Magia
Salomone come giudice;Religione_e_Magia
Salomone come maestro;Religione_e_Magia
Salomone come personificazione della Virtù;Religione_e_Magia
Salomone come mago, con uno specchio;Religione_e_Magia
"Salomone (non in contesto biblico); attributi: corona scettro, spada - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza";Religione_e_Magia
"Salomone (non in contesto biblico); attributi: corona scettro, spada - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Salomone (non in contesto biblico); attributi: corona scettro, spada - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
altre attività, relazioni, ecc. di Salomone;Religione_e_Magia
Belial danza davanti al re Salomone;Religione_e_Magia
re Salomone a cavallo colpisce a morte una diavolessa;Religione_e_Magia
i tre Ebrei (non in contesto biblico);Religione_e_Magia
i tre Ebrei (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
i tre Ebrei come patroni, intercssori;Religione_e_Magia
i tre giovani Babiblonesi Anania (Sadrach), Azaria (Abdenego) e Misael (Mesach) invocati nel pericolo e per operare resurrezioni;Religione_e_Magia
i tre Ebrei (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
i tre Ebrei (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
i tre Ebrei (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
avvenimenti post mortem ~ i tre Ebrei, per es. ritrovamento e traslazione di reliquie;Religione_e_Magia
i tre Ebrei, dopo essere stati decapitati, portano le proprie teste;Religione_e_Magia
i tre Ebrei (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
Tubalcain (non in contesto biblico);Religione_e_Magia
Tubalcain (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Tubalcain (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Tubalcain (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Tubalcain (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Tubalcain (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Tubalcain (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
altre attività, relazioni, ecc. di Tubalcain;Religione_e_Magia
Tubalcain e Jubal che forgiano chiodi;Religione_e_Magia
personaggi femminili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
personaggi femminili del Vecchio Testamento (non in contesto biblico) (col NOME);Religione_e_Magia
personaggi femminili del Vecchio Testamento (non in contesto biblico) (col NOME) - fondatrice, inziatrice ~ Vecchio Testamento;Religione_e_Magia
personaggi femminili del Vecchio Testamento (non in contesto biblico) (col NOME) - patrona, mediatrice ~ Vecchio Testamento;Religione_e_Magia
personaggi femminili del Vecchio Testamento (non in contesto biblico) (col NOME) - (altre) iconografie specifiche, p.es. aspetti simbolici e allegorici, di personaggi femminili del Vecchio Testamento;Religione_e_Magia
personaggi femminili del Vecchio Testamento (non in contesto biblico) (col NOME) - devozione privata di personaggi femminili del Vecchio Testamento, p.es. visione, preghiera, penitenza;Religione_e_Magia
personaggi femminili del Vecchio Testamento (non in contesto biblico) (col NOME) - integrazione leggendarie/storiche alla biografia di personaggi femminili del Vecchio Testamento (non incluse nella sezione 71);Religione_e_Magia
personaggi femminili del Vecchio Testamento (non in contesto biblico) (col NOME) - avvenimenti post mortem di personaggi femminili del Vecchio Testamento, p.es. ritrovamento e traslazione di reliquie;Religione_e_Magia
personaggi femminili del Vecchio Testamento (non in contesto biblico) (col NOME) - altre attività, relazioni, ecc. di personaggi femminili del Vecchio Testamento;Religione_e_Magia
Asenet (non in contesto biblico);Religione_e_Magia
Asenet (non in contesto biblico) - fondatrice, inziatrice ~ Vecchio Testamento;Religione_e_Magia
Asenet (non in contesto biblico) - patrona, mediatrice ~ Vecchio Testamento;Religione_e_Magia
Asenet (non in contesto biblico) - (altre) iconografie specifiche, p.es. aspetti simbolici e allegorici, di personaggi femminili del Vecchio Testamento;Religione_e_Magia
Asenet (non in contesto biblico) - devozione privata di personaggi femminili del Vecchio Testamento, p.es. visione, preghiera, penitenza;Religione_e_Magia
Asenet (non in contesto biblico) - integrazione leggendarie/storiche alla biografia di personaggi femminili del Vecchio Testamento (non incluse nella sezione 71);Religione_e_Magia
Asenet (non in contesto biblico) - avvenimenti post mortem di personaggi femminili del Vecchio Testamento, p.es. ritrovamento e traslazione di reliquie;Religione_e_Magia
Asenet (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi femminili del Vecchio Testamento;Religione_e_Magia
Betsabea (non in contesto biblico);Religione_e_Magia
Betsabea (non in contesto biblico) - fondatrice, inziatrice ~ Vecchio Testamento;Religione_e_Magia
Betsabea (non in contesto biblico) - patrona, mediatrice ~ Vecchio Testamento;Religione_e_Magia
Betsabea (non in contesto biblico) - (altre) iconografie specifiche, p.es. aspetti simbolici e allegorici, di personaggi femminili del Vecchio Testamento;Religione_e_Magia
Betsabea (non in contesto biblico) - devozione privata di personaggi femminili del Vecchio Testamento, p.es. visione, preghiera, penitenza;Religione_e_Magia
Betsabea (non in contesto biblico) - integrazione leggendarie/storiche alla biografia di personaggi femminili del Vecchio Testamento (non incluse nella sezione 71);Religione_e_Magia
Betsabea (non in contesto biblico) - avvenimenti post mortem di personaggi femminili del Vecchio Testamento, p.es. ritrovamento e traslazione di reliquie;Religione_e_Magia
